        100, 100, 101,     10000, a shifted =           0, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =    000-----,  a mod8 = 000, num = 000, 0
  111001100, 100, 101,     10000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
  111010100, 100, 101,     10000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
  111011100, 100, 101,     10000, a shifted =        1110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
  111110101, 101, 100,    100000, a shifted =       11111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
  111111101, 101, 100,    100000, a shifted =       11111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1000000010,  10,  11,       100, a shifted =     1000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1000000110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1000001110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1000010110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1000011110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1000100110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1000101110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1000110110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1000111110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001000010,  10,  11,       100, a shifted =     1001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1001000110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001001110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001010110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001011110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001100110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001101110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001110101, 101, 100,    100000, a shifted =      100111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1001110110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1001111101, 101, 100,    100000, a shifted =      100111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1001111110, 110, 111,   1000000, a shifted =         100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
 1010000010,  10,  11,       100, a shifted =     1010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1011000010,  10,  11,       100, a shifted =     1011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1011000100, 100, 101,     10000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1011001100, 100, 101,     10000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1011010100, 100, 101,     10000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1011011100, 100, 101,     10000, a shifted =       10110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1011110101, 101, 100,    100000, a shifted =      101111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1011111101, 101, 100,    100000, a shifted =      101111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1100000010,  10,  11,       100, a shifted =     1100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1101000010,  10,  11,       100, a shifted =     1101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1101000111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1101001111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1101010111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1101011111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1101100111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1101101111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1101110101, 101, 100,    100000, a shifted =      110111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1101110111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1101111101, 101, 100,    100000, a shifted =      110111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1101111111, 111, 110,  10000000, a shifted =        1101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
 1110000010,  10,  11,       100, a shifted =     1110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1111000010,  10,  11,       100, a shifted =     1111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
 1111000100, 100, 101,     10000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1111001100, 100, 101,     10000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1111010100, 100, 101,     10000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1111011100, 100, 101,     10000, a shifted =       11110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
 1111110101, 101, 100,    100000, a shifted =      111111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
 1111111101, 101, 100,    100000, a shifted =      111111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10000000010,  10,  11,       100, a shifted =    10000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10001000010,  10,  11,       100, a shifted =    10001000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10001110101, 101, 100,    100000, a shifted =     1000111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10001111101, 101, 100,    100000, a shifted =     1000111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10010000010,  10,  11,       100, a shifted =    10010000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10011000010,  10,  11,       100, a shifted =    10011000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10011000100, 100, 101,     10000, a shifted =      100110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10011001100, 100, 101,     10000, a shifted =      100110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10011010100, 100, 101,     10000, a shifted =      100110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10011011100, 100, 101,     10000, a shifted =      100110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10011110101, 101, 100,    100000, a shifted =     1001111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10011111101, 101, 100,    100000, a shifted =     1001111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10100000010,  10,  11,       100, a shifted =    10100000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10101000010,  10,  11,       100, a shifted =    10101000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10101000111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10101001111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10101010111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10101011111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10101100111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10101101111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10101110101, 101, 100,    100000, a shifted =     1010111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10101110111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10101111101, 101, 100,    100000, a shifted =     1010111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10101111111, 111, 110,  10000000, a shifted =       10101, a shifted mod 8 = 101, a remultiplied =   101000000, a unshifted =   101------,  a mod8 = 011, num = 110, 6
10110000010,  10,  11,       100, a shifted =    10110000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10111000010,  10,  11,       100, a shifted =    10111000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
10111000100, 100, 101,     10000, a shifted =      101110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10111001100, 100, 101,     10000, a shifted =      101110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10111010100, 100, 101,     10000, a shifted =      101110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10111011100, 100, 101,     10000, a shifted =      101110, a shifted mod 8 = 110, a remultiplied =    11000000, a unshifted =    110-----,  a mod8 = 000, num = 110, 6
10111110101, 101, 100,    100000, a shifted =     1011111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
10111111101, 101, 100,    100000, a shifted =     1011111, a shifted mod 8 = 111, a remultiplied =     1110000, a unshifted =     111----,  a mod8 = 001, num = 110, 6
11000000010,  10,  11,       100, a shifted =    11000000, a shifted mod 8 = 000, a remultiplied =           0, a unshifted =      000---,  a mod8 = 110, num = 110, 6
11000000110, 110, 111,   1000000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
11000001110, 110, 111,   1000000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
11000010110, 110, 111,   1000000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
11000011110, 110, 111,   1000000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
11000100110, 110, 111,   1000000, a shifted =        1100, a shifted mod 8 = 100, a remultiplied =  1000000000, a unshifted =  100-------,  a mod8 = 010, num = 110, 6
